Geneid	Chr	Start	End	Strand	Length	Mnt_Ac4_S8
PFLU_4491	NC_012660.1	4958434	4959042	-	609	116
PFLU_4493	NC_012660.1	4959473	4960783	+	1311	935
PFLU_4494	NC_012660.1	4960956	4961492	-	537	577
PFLU_4495	NC_012660.1	4961640	4962272	-	633	1678
PFLU_4496	NC_012660.1	4962479	4963180	-	702	573
PFLU_4497	NC_012660.1	4963387	4964457	-	1071	1198
PFLU_4498	NC_012660.1	4964493	4965530	-	1038	1337
PFLU_4499	NC_012660.1	4965887	4966942	+	1056	486
PFLU_4500	NC_012660.1	4966945	4967592	+	648	289
PFLU_4501	NC_012660.1	4967604	4968314	+	711	767
PFLU_4502	NC_012660.1	4968581	4968766	+	186	20
PFLU_4503	NC_012660.1	4968972	4969514	-	543	330
PFLU_4504	NC_012660.1	4969543	4970373	-	831	725
PFLU_4505	NC_012660.1	4970442	4972682	-	2241	3898
PFLU_4506	NC_012660.1	4972824	4974173	-	1350	2925
PFLU_4507	NC_012660.1	4974176	4975075	-	900	1128
PFLU_4508	NC_012660.1	4975311	4975913	-	603	134
PFLU_4509	NC_012660.1	4975923	4976813	-	891	124
PFLU_4510	NC_012660.1	4977110	4978057	+	948	346
PFLU_4511	NC_012660.1	4978075	4978479	+	405	7
PFLU_4512	NC_012660.1	4978504	4980090	+	1587	154
PFLU_4513	NC_012660.1	4980117	4981496	+	1380	510
PFLU_4514	NC_012660.1	4981576	4982025	-	450	388
PFLU_4515	NC_012660.1	4982091	4982246	-	156	750
PFLU_4516	NC_012660.1	4982356	4983246	-	891	465
PFLU_4517	NC_012660.1	4983350	4984555	+	1206	107
PFLU_4518	NC_012660.1	4984473	4985912	-	1440	222
PFLU_4519	NC_012660.1	4986113	4986508	-	396	893
PFLU_4520	NC_012660.1	4986563	4987396	-	834	1660
PFLU_4522	NC_012660.1	4988107	4988826	+	720	207
PFLU_4523	NC_012660.1	4988865	4989758	+	894	1117
PFLU_4524	NC_012660.1	4989813	4990199	-	387	187
PFLU_4525	NC_012660.1	4990353	4990625	+	273	45
PFLU_4526	NC_012660.1	4990682	4992049	-	1368	422
PFLU_4527	NC_012660.1	4992219	4993514	+	1296	286
PFLU_4528	NC_012660.1	4993517	4994383	-	867	99
PFLU_4529	NC_012660.1	4994589	4995185	-	597	45
PFLU_4530	NC_012660.1	4995339	4995698	-	360	460
PFLU_4531	NC_012660.1	4995700	4996620	+	921	304
PFLU_4532	NC_012660.1	4996638	4997438	+	801	205
PFLU_4533	NC_012660.1	4997445	4998005	+	561	57
PFLU_4534	NC_012660.1	4998091	4999920	+	1830	581
PFLU_4535	NC_012660.1	5000262	5001383	-	1122	828
PFLU_4536	NC_012660.1	5001668	5003008	+	1341	180
PFLU_4537	NC_012660.1	5003121	5003363	-	243	428
PFLU_4538	NC_012660.1	5003360	5003971	-	612	399
PFLU_4539	NC_012660.1	5004119	5005237	-	1119	1882
PFLU_4540	NC_012660.1	5005549	5009457	-	3909	711
PFLU_4542	NC_012660.1	5009682	5010476	+	795	39
PFLU_4543	NC_012660.1	5010503	5011738	+	1236	177
PFLU_4543A	NC_012660.1	5011836	5012228	+	393	35
PFLU_4545	NC_012660.1	5012241	5012813	+	573	50
PFLU_4546	NC_012660.1	5012907	5014634	-	1728	786
PFLU_4548	NC_012660.1	5015024	5016646	+	1623	58
PFLU_4549	NC_012660.1	5016702	5017598	+	897	246
PFLU_4550	NC_012660.1	5017650	5018468	+	819	104
PFLU_4551	NC_012660.1	5018545	5020107	+	1563	434
PFLU_4552	NC_012660.1	5020154	5020846	-	693	83
PFLU_4553	NC_012660.1	5020926	5022347	+	1422	96
PFLU_4554	NC_012660.1	5022358	5022966	+	609	6
PFLU_4555	NC_012660.1	5022973	5023170	+	198	0
PFLU_4556	NC_012660.1	5023170	5024114	+	945	121
PFLU_4558	NC_012660.1	5024586	5026025	+	1440	3116
PFLU_4559	NC_012660.1	5026028	5026633	+	606	1609
PFLU_4560	NC_012660.1	5026643	5026825	+	183	329
PFLU_4561	NC_012660.1	5026825	5027799	+	975	4108
PFLU_4563	NC_012660.1	5028141	5029565	+	1425	671
PFLU_4564	NC_012660.1	5029590	5030126	+	537	226
PFLU_4565	NC_012660.1	5030241	5032682	+	2442	260
PFLU_4566	NC_012660.1	5032708	5032923	+	216	77
PFLU_4567	NC_012660.1	5032919	5033599	+	681	164
PFLU_4568	NC_012660.1	5033704	5035083	+	1380	171
PFLU_4569	NC_012660.1	5035090	5035554	-	465	87
PFLU_4570	NC_012660.1	5035708	5036439	+	732	721
PFLU_4571	NC_012660.1	5036549	5037094	+	546	253
PFLU_4572A	NC_012660.1	5037346	5038275	+	930	623
PFLU_4574	NC_012660.1	5038482	5039627	-	1146	372
PFLU_4575	NC_012660.1	5039853	5040452	-	600	507
PFLU_4576	NC_012660.1	5040521	5041552	-	1032	1345
PFLU_4577	NC_012660.1	5041689	5042024	-	336	690
PFLU_4578	NC_012660.1	5042070	5044133	-	2064	1065
PFLU_4579	NC_012660.1	5044267	5045013	+	747	71
PFLU_4580	NC_012660.1	5045070	5045438	+	369	10
PFLU_4581	NC_012660.1	5045358	5046314	-	957	65
PFLU_4582	NC_012660.1	5046439	5047281	+	843	728
PFLU_4583	NC_012660.1	5047502	5048089	-	588	299
PFLU_4584	NC_012660.1	5048094	5049137	-	1044	362
PFLU_4585	NC_012660.1	5049298	5051256	-	1959	270
PFLU_4586	NC_012660.1	5051280	5051750	-	471	336
PFLU_4587	NC_012660.1	5052109	5053272	-	1164	573
PFLU_4588	NC_012660.1	5053519	5055873	-	2355	758
PFLU_4589	NC_012660.1	5055964	5056824	-	861	1832
PFLU_4590	NC_012660.1	5057087	5060572	-	3486	2242
PFLU_4591	NC_012660.1	5060578	5061234	-	657	329
PFLU_4592	NC_012660.1	5061515	5062960	+	1446	357
PFLU_4593	NC_012660.1	5062956	5065352	+	2397	720
PFLU_4594	NC_012660.1	5065478	5066332	+	855	212
PFLU_4595	NC_012660.1	5066343	5067644	+	1302	313
PFLU_4596	NC_012660.1	5067777	5068538	-	762	1504
PFLU_4597	NC_012660.1	5068765	5069952	+	1188	355
PFLU_4598	NC_012660.1	5069995	5070336	-	342	961
PFLU_4599	NC_012660.1	5070574	5072031	+	1458	458
PFLU_4600	NC_012660.1	5072289	5074691	-	2403	759
PFLU_4601	NC_012660.1	5074827	5077112	-	2286	2269
PFLU_4603	NC_012660.1	5077972	5078994	-	1023	632
PFLU_4604	NC_012660.1	5079084	5079542	-	459	104
PFLU_4606	NC_012660.1	5080114	5081556	-	1443	104
PFLU_4607	NC_012660.1	5081858	5083054	+	1197	14
PFLU_4608	NC_012660.1	5083071	5083643	+	573	14
PFLU_4609	NC_012660.1	5083853	5085064	+	1212	18
PFLU_4610	NC_012660.1	5085067	5086734	+	1668	158
PFLU_4611	NC_012660.1	5086764	5087504	+	741	22
PFLU_4612	NC_012660.1	5087571	5088548	-	978	45061
PFLU_4613	NC_012660.1	5088659	5089246	-	588	12713
PFLU_4614	NC_012660.1	5089337	5090158	-	822	7979
PFLU_4615	NC_012660.1	5090164	5090406	-	243	452
PFLU_4616	NC_012660.1	5090496	5091488	-	993	249
PFLU_4617	NC_012660.1	5091516	5092004	-	489	961
PFLU_4619	NC_012660.1	5092196	5093182	-	987	263
PFLU_4620	NC_012660.1	5093292	5095664	-	2373	7772
PFLU_4621	NC_012660.1	5095843	5096658	+	816	931
PFLU_4622	NC_012660.1	5096748	5098169	-	1422	3006
PFLU_4623	NC_012660.1	5098351	5099220	+	870	1286
PFLU_4624	NC_012660.1	5099220	5101124	+	1905	1493
PFLU_4625	NC_012660.1	5101140	5102054	+	915	792
PFLU_4626	NC_012660.1	5102095	5103084	+	990	625
PFLU_4627	NC_012660.1	5103090	5103815	+	726	1218
PFLU_4628	NC_012660.1	5103897	5105378	-	1482	1833
PFLU_4629	NC_012660.1	5105524	5106711	-	1188	400
PFLU_4630	NC_012660.1	5106724	5109315	-	2592	397
PFLU_4631	NC_012660.1	5109508	5110632	-	1125	287
PFLU_4632	NC_012660.1	5110678	5111568	-	891	296
PFLU_4633	NC_012660.1	5111568	5112278	-	711	191
PFLU_4634	NC_012660.1	5112551	5113081	+	531	16
PFLU_4635	NC_012660.1	5113090	5114619	+	1530	252
PFLU_4636	NC_012660.1	5114622	5115605	+	984	362
PFLU_4637	NC_012660.1	5115693	5117036	+	1344	157
PFLU_4638	NC_012660.1	5117265	5117564	+	300	45
PFLU_4639	NC_012660.1	5117564	5117920	+	357	118
PFLU_4639A	NC_012660.1	5118124	5119053	-	930	618
PFLU_4641	NC_012660.1	5119310	5119924	-	615	270
PFLU_4642	NC_012660.1	5120076	5120807	+	732	2106
PFLU_4643	NC_012660.1	5121219	5122745	+	1527	57
PFLU_4644	NC_012660.1	5122761	5123486	+	726	332
PFLU_4645	NC_012660.1	5123530	5124450	-	921	104
PFLU_4646	NC_012660.1	5124576	5125319	+	744	391
PFLU_4647	NC_012660.1	5125398	5126084	-	687	51
PFLU_4648	NC_012660.1	5126183	5126554	+	372	16
PFLU_4649	NC_012660.1	5126612	5127187	+	576	39
PFLU_4650	NC_012660.1	5127277	5127642	-	366	32
PFLU_4651	NC_012660.1	5127878	5128915	+	1038	423
PFLU_4652	NC_012660.1	5129032	5129964	-	933	333
PFLU_4653	NC_012660.1	5130228	5130836	-	609	181
PFLU_4654	NC_012660.1	5130861	5131985	-	1125	70
PFLU_4655	NC_012660.1	5132063	5132965	+	903	252
PFLU_4656	NC_012660.1	5133256	5134794	+	1539	155
PFLU_4657	NC_012660.1	5135344	5136033	+	690	721
PFLU_4658	NC_012660.1	5136249	5136968	+	720	24
PFLU_4659	NC_012660.1	5137112	5138080	+	969	330
PFLU_4660	NC_012660.1	5138083	5138805	-	723	881
PFLU_4661	NC_012660.1	5138893	5141037	-	2145	379
PFLU_4662	NC_012660.1	5141057	5142259	-	1203	365
PFLU_4663	NC_012660.1	5142907	5143710	+	804	316
PFLU_4664	NC_012660.1	5143880	5144680	-	801	605
PFLU_4665	NC_012660.1	5144680	5145627	-	948	492
PFLU_4666	NC_012660.1	5145635	5147041	-	1407	1139
PFLU_4667	NC_012660.1	5147461	5147799	-	339	14544
PFLU_4668	NC_012660.1	5148016	5148249	-	234	876
PFLU_4669	NC_012660.1	5148356	5148958	-	603	464
PFLU_4670	NC_012660.1	5149015	5149266	-	252	500
PFLU_4671	NC_012660.1	5149432	5149914	-	483	136
PFLU_4672	NC_012660.1	5150022	5151458	-	1437	2061
PFLU_4673	NC_012660.1	5151671	5152483	-	813	476
PFLU_4674	NC_012660.1	5152483	5152842	-	360	56
PFLU_4675	NC_012660.1	5152855	5153667	-	813	129
PFLU_4676	NC_012660.1	5153744	5154670	-	927	1879
PFLU_4677	NC_012660.1	5154676	5155422	-	747	1192
PFLU_4678	NC_012660.1	5155945	5157606	+	1662	667
PFLU_4679	NC_012660.1	5157792	5158682	-	891	374
PFLU_4680	NC_012660.1	5158864	5159913	+	1050	364
PFLU_4681	NC_012660.1	5159920	5160720	-	801	1315
PFLU_4682	NC_012660.1	5160907	5161872	-	966	1279
PFLU_4683	NC_012660.1	5161890	5163392	-	1503	755
PFLU_4684	NC_012660.1	5163386	5164375	-	990	425
PFLU_4685	NC_012660.1	5164399	5165187	-	789	307
PFLU_4686	NC_012660.1	5165395	5165871	-	477	911
PFLU_4687	NC_012660.1	5165907	5166047	-	141	5
PFLU_4688	NC_012660.1	5166062	5166391	+	330	3450
PFLU_4689	NC_012660.1	5166446	5166709	+	264	2433
PFLU_4690	NC_012660.1	5166776	5167690	-	915	479
PFLU_4691	NC_012660.1	5167686	5169149	-	1464	355
PFLU_4692	NC_012660.1	5169289	5170287	-	999	126
PFLU_4693	NC_012660.1	5170287	5171021	-	735	333
PFLU_4694	NC_012660.1	5171071	5171628	-	558	228
PFLU_4695	NC_012660.1	5171648	5172250	-	603	108
PFLU_4696	NC_012660.1	5172392	5173357	-	966	633
PFLU_4697	NC_012660.1	5173476	5174126	-	651	286
PFLU_4698	NC_012660.1	5174765	5175547	-	783	243
PFLU_4699	NC_012660.1	5175614	5176600	-	987	224
PFLU_4700	NC_012660.1	5176596	5177225	-	630	202
PFLU_4701	NC_012660.1	5177248	5178378	-	1131	345
PFLU_4702	NC_012660.1	5178383	5179198	-	816	170
PFLU_4703	NC_012660.1	5179198	5180439	-	1242	1160
PFLU_4704	NC_012660.1	5180572	5180805	-	234	1040
PFLU_4705	NC_012660.1	5181000	5181740	-	741	6972
PFLU_4706	NC_012660.1	5181774	5182709	-	936	771
PFLU_4707	NC_012660.1	5182839	5183846	-	1008	101
PFLU_4708	NC_012660.1	5183854	5184033	-	180	106
PFLU_4709	NC_012660.1	5184050	5184577	-	528	1814
PFLU_4710	NC_012660.1	5184683	5185258	+	576	233
PFLU_4711	NC_012660.1	5185337	5186317	-	981	888
PFLU_4712	NC_012660.1	5186342	5187001	-	660	406
PFLU_4713	NC_012660.1	5186991	5187947	-	957	870
PFLU_4714	NC_012660.1	5188659	5191883	+	3225	2143
PFLU_4715	NC_012660.1	5191992	5192579	-	588	86
PFLU_4716	NC_012660.1	5192579	5193562	-	984	2869
PFLU_4717	NC_012660.1	5193705	5195033	-	1329	1246
PFLU_4718	NC_012660.1	5195372	5196367	+	996	1640
PFLU_4719	NC_012660.1	5196494	5197837	-	1344	334
PFLU_4720	NC_012660.1	5197837	5198511	-	675	1073
PFLU_4721	NC_012660.1	5198533	5198922	-	390	179
PFLU_4722	NC_012660.1	5198952	5199689	+	738	118
PFLU_4723	NC_012660.1	5199776	5201383	-	1608	329
PFLU_4724	NC_012660.1	5201383	5202105	-	723	206
PFLU_4725	NC_012660.1	5202516	5202812	+	297	142
PFLU_4726	NC_012660.1	5202886	5205777	+	2892	6136
PFLU_4727	NC_012660.1	5205885	5207051	-	1167	140
PFLU_4728	NC_012660.1	5207158	5208459	-	1302	425
PFLU_4729	NC_012660.1	5208494	5209216	-	723	153
PFLU_4730	NC_012660.1	5209236	5209676	-	441	126
PFLU_4731	NC_012660.1	5209683	5210087	-	405	175
PFLU_4732	NC_012660.1	5210400	5211224	-	825	513
PFLU_4733	NC_012660.1	5211271	5212200	-	930	681
PFLU_4734	NC_012660.1	5212337	5213044	+	708	567
PFLU_4736	NC_012660.1	5213189	5213509	+	321	1277
PFLU_4737	NC_012660.1	5213561	5214028	+	468	491
PFLU_4738	NC_012660.1	5214127	5214873	+	747	519
PFLU_4739	NC_012660.1	5214940	5216322	-	1383	996
PFLU_4741	NC_012660.1	5216995	5217219	+	225	506
PFLU_4742	NC_012660.1	5217234	5217410	+	177	174
PFLU_4744	NC_012660.1	5217797	5218120	+	324	970
PFLU_4745	NC_012660.1	5218343	5219782	-	1440	331
PFLU_4746	NC_012660.1	5220613	5220798	-	186	305
PFLU_4747	NC_012660.1	5220975	5222213	-	1239	4633
PFLU_4748	NC_012660.1	5222311	5224926	-	2616	2327
PFLU_4749	NC_012660.1	5225076	5226077	-	1002	414
PFLU_4750	NC_012660.1	5226535	5227041	+	507	613
PFLU_4751	NC_012660.1	5227181	5228182	-	1002	413
PFLU_4752	NC_012660.1	5228197	5228484	-	288	189
PFLU_4753	NC_012660.1	5228526	5229869	-	1344	364
PFLU_4754	NC_012660.1	5230036	5231499	-	1464	935
PFLU_4755	NC_012660.1	5231499	5232524	-	1026	290
PFLU_4756	NC_012660.1	5232579	5233595	-	1017	441
PFLU_4758	NC_012660.1	5233833	5235050	-	1218	959
PFLU_4759	NC_012660.1	5235250	5241264	+	6015	366
PFLU_4760	NC_012660.1	5241271	5242248	-	978	574
PFLU_4761	NC_012660.1	5242395	5243156	-	762	463
PFLU_4762	NC_012660.1	5243187	5244296	-	1110	250
PFLU_4763	NC_012660.1	5244301	5244996	-	696	137
PFLU_4764	NC_012660.1	5244996	5245682	-	687	116
PFLU_4765	NC_012660.1	5245777	5246559	-	783	1178
PFLU_4766	NC_012660.1	5247214	5249166	-	1953	5814
PFLU_4767	NC_012660.1	5249580	5249846	+	267	18
PFLU_4768	NC_012660.1	5250425	5251672	+	1248	622
PFLU_4769	NC_012660.1	5251814	5253754	+	1941	74
PFLU_4769A	NC_012660.1	5253859	5254023	+	165	76
PFLU_4771	NC_012660.1	5254736	5255446	+	711	81
PFLU_4772	NC_012660.1	5255510	5256163	+	654	2322
PFLU_4773	NC_012660.1	5256195	5256599	-	405	132
PFLU_4777	NC_012660.1	5259055	5259417	+	363	131
PFLU_4778	NC_012660.1	5259407	5260906	-	1500	205
PFLU_4779	NC_012660.1	5261008	5261841	-	834	266
PFLU_4780	NC_012660.1	5261931	5262977	-	1047	344
PFLU_4781	NC_012660.1	5263100	5263723	+	624	63
PFLU_4782	NC_012660.1	5263918	5264973	+	1056	587
PFLU_4783	NC_012660.1	5265240	5266556	+	1317	653
PFLU_4784	NC_012660.1	5266636	5267151	+	516	58
PFLU_4785	NC_012660.1	5267154	5268029	-	876	258
PFLU_4786	NC_012660.1	5268101	5268808	+	708	95
PFLU_4787	NC_012660.1	5268808	5269125	+	318	17
PFLU_4788	NC_012660.1	5269152	5269472	-	321	38
PFLU_4789	NC_012660.1	5269705	5270829	+	1125	214
PFLU_4790	NC_012660.1	5271046	5271351	+	306	509
PFLU_4791	NC_012660.1	5271531	5272700	+	1170	213
PFLU_4792	NC_012660.1	5272707	5274332	-	1626	83
PFLU_4793	NC_012660.1	5274595	5275614	+	1020	57
PFLU_4794	NC_012660.1	5275851	5277464	+	1614	312
PFLU_4795	NC_012660.1	5277537	5278508	-	972	135
PFLU_4796	NC_012660.1	5278508	5279374	-	867	87
PFLU_4797	NC_012660.1	5279653	5280411	-	759	235
PFLU_4798	NC_012660.1	5280532	5281446	+	915	504
PFLU_4799	NC_012660.1	5281449	5282342	-	894	41
PFLU_4800	NC_012660.1	5282449	5283204	+	756	40
PFLU_4801	NC_012660.1	5283708	5284559	+	852	156
PFLU_4802	NC_012660.1	5284602	5285822	-	1221	208
PFLU_4803	NC_012660.1	5285822	5286298	-	477	203
PFLU_4804	NC_012660.1	5286334	5286675	-	342	309
PFLU_4805	NC_012660.1	5286721	5287137	-	417	9
PFLU_4806	NC_012660.1	5287285	5287776	+	492	69
PFLU_4807	NC_012660.1	5288105	5288731	+	627	288
PFLU_4808	NC_012660.1	5288781	5289290	-	510	940
PFLU_4809	NC_012660.1	5289457	5290665	+	1209	775
PFLU_4810	NC_012660.1	5290829	5292178	-	1350	1585
PFLU_4811	NC_012660.1	5292266	5292796	-	531	97
PFLU_4812	NC_012660.1	5293013	5294038	+	1026	235
PFLU_4813	NC_012660.1	5294324	5294584	+	261	252
PFLU_4814	NC_012660.1	5294926	5295234	+	309	19
PFLU_4815	NC_012660.1	5295390	5296019	+	630	145
PFLU_4816	NC_012660.1	5296038	5296772	+	735	143
PFLU_4817	NC_012660.1	5296784	5298190	+	1407	251
PFLU_4818	NC_012660.1	5298961	5299479	+	519	245
PFLU_4819	NC_012660.1	5299647	5300963	-	1317	1019
PFLU_4820	NC_012660.1	5301134	5301997	-	864	247
PFLU_4821	NC_012660.1	5302097	5302696	+	600	53
PFLU_4823	NC_012660.1	5303073	5303498	+	426	47
PFLU_4824	NC_012660.1	5303561	5304376	+	816	47
PFLU_4825	NC_012660.1	5304458	5304994	-	537	1036
PFLU_4826	NC_012660.1	5305001	5305948	-	948	1778
PFLU_4828	NC_012660.1	5306513	5306887	+	375	156
PFLU_4829	NC_012660.1	5306948	5308636	-	1689	365
PFLU_4830	NC_012660.1	5309034	5310719	-	1686	622
PFLU_4831	NC_012660.1	5310969	5311910	+	942	437
PFLU_4832	NC_012660.1	5311971	5312438	+	468	432
PFLU_4833	NC_012660.1	5312578	5313042	-	465	10190
PFLU_4834	NC_012660.1	5313248	5313481	+	234	22
PFLU_4835	NC_012660.1	5313494	5314666	+	1173	131
PFLU_4836	NC_012660.1	5314788	5315477	-	690	174
PFLU_4837	NC_012660.1	5315471	5316196	-	726	160
PFLU_4838	NC_012660.1	5316171	5317634	-	1464	389
PFLU_4840	NC_012660.1	5317844	5318710	+	867	362
PFLU_4841	NC_012660.1	5318838	5319680	-	843	271
PFLU_4842	NC_012660.1	5319787	5321130	-	1344	887
PFLU_4843	NC_012660.1	5321218	5322375	-	1158	293
PFLU_4844	NC_012660.1	5322381	5323223	-	843	91
PFLU_4845	NC_012660.1	5323219	5324124	-	906	161
PFLU_4846	NC_012660.1	5324270	5325553	-	1284	390
PFLU_4847	NC_012660.1	5325661	5326917	-	1257	409
PFLU_4848	NC_012660.1	5327034	5327810	-	777	45
PFLU_4849	NC_012660.1	5327982	5328803	+	822	52
PFLU_4850	NC_012660.1	5328879	5329586	-	708	640
PFLU_4851	NC_012660.1	5329821	5330816	-	996	603
PFLU_4852	NC_012660.1	5330872	5331762	-	891	188
PFLU_4853	NC_012660.1	5331859	5332257	+	399	2511
PFLU_4854	NC_012660.1	5332266	5332862	+	597	3727
PFLU_4855	NC_012660.1	5333044	5333637	+	594	3646
PFLU_4858	NC_012660.1	5334189	5336237	+	2049	1229
PFLU_4859	NC_012660.1	5336425	5337765	+	1341	1088
PFLU_4860	NC_012660.1	5337834	5342081	-	4248	580
PFLU_4861	NC_012660.1	5342236	5343687	+	1452	330
PFLU_4862	NC_012660.1	5343650	5344705	-	1056	2913
PFLU_4863	NC_012660.1	5344866	5345174	+	309	307
PFLU_4865	NC_012660.1	5345544	5345723	+	180	4
PFLU_4866	NC_012660.1	5345831	5347024	+	1194	179
PFLU_4867	NC_012660.1	5347027	5347470	-	444	59
PFLU_4868	NC_012660.1	5347533	5348696	-	1164	295
PFLU_4869	NC_012660.1	5348799	5349479	-	681	107
PFLU_4870	NC_012660.1	5349590	5351008	-	1419	346
PFLU_4872	NC_012660.1	5351858	5352814	+	957	1875
PFLU_4873	NC_012660.1	5353072	5354112	-	1041	178
PFLU_4874	NC_012660.1	5354290	5355498	-	1209	874
PFLU_4876	NC_012660.1	5355646	5355834	-	189	40
PFLU_4877	NC_012660.1	5356014	5356943	-	930	308
PFLU_4878	NC_012660.1	5356959	5357774	-	816	522
PFLU_4879	NC_012660.1	5357778	5358404	-	627	494
PFLU_4880	NC_012660.1	5358421	5359281	-	861	2201
PFLU_4881	NC_012660.1	5359369	5359962	+	594	458
PFLU_4882	NC_012660.1	5359967	5360263	+	297	269
PFLU_4883	NC_012660.1	5360374	5360778	+	405	782
PFLU_4884	NC_012660.1	5360789	5361463	+	675	781
PFLU_4885	NC_012660.1	5361644	5362105	+	462	70
PFLU_4886	NC_012660.1	5362174	5363514	+	1341	434
PFLU_4887	NC_012660.1	5363555	5364904	+	1350	824
PFLU_4888	NC_012660.1	5365026	5365886	-	861	540
PFLU_4889	NC_012660.1	5365886	5367310	-	1425	294
PFLU_4890	NC_012660.1	5367724	5369181	+	1458	401
PFLU_4891	NC_012660.1	5369209	5370462	+	1254	640
PFLU_4892	NC_012660.1	5370535	5371542	+	1008	549
PFLU_4893	NC_012660.1	5371640	5372566	+	927	229
PFLU_4894	NC_012660.1	5372588	5372947	+	360	527
PFLU_4895	NC_012660.1	5373165	5374673	+	1509	451
PFLU_4896	NC_012660.1	5375121	5375501	+	381	152
PFLU_4897	NC_012660.1	5375515	5378352	+	2838	1068
PFLU_4898	NC_012660.1	5378517	5379890	+	1374	543
PFLU_4899	NC_012660.1	5379933	5381054	+	1122	451
PFLU_4900	NC_012660.1	5381451	5381660	+	210	30517
PFLU_4901	NC_012660.1	5381760	5382245	+	486	302
PFLU_4902	NC_012660.1	5382389	5383444	-	1056	727
PFLU_4903	NC_012660.1	5383705	5384988	-	1284	85
PFLU_4904	NC_012660.1	5385447	5386118	-	672	105
PFLU_4905	NC_012660.1	5386138	5386782	-	645	91
PFLU_4906	NC_012660.1	5386950	5387783	-	834	4258
PFLU_4907	NC_012660.1	5387793	5388290	-	498	3302
PFLU_4908	NC_012660.1	5388351	5389649	-	1299	4251
PFLU_4909	NC_012660.1	5389649	5390719	-	1071	4050
PFLU_4910	NC_012660.1	5390722	5391180	-	459	169
PFLU_4911	NC_012660.1	5391198	5391890	-	693	410
PFLU_4912	NC_012660.1	5391895	5392347	-	453	329
PFLU_4913	NC_012660.1	5392502	5393557	-	1056	1104
PFLU_4914	NC_012660.1	5393561	5394169	-	609	588
PFLU_4915	NC_012660.1	5394240	5394761	-	522	188
PFLU_4916	NC_012660.1	5394941	5395684	-	744	505
PFLU_4917	NC_012660.1	5395838	5397610	-	1773	1408
PFLU_4918	NC_012660.1	5397721	5397939	-	219	286
PFLU_4919	NC_012660.1	5398265	5398606	-	342	571
PFLU_4920	NC_012660.1	5398790	5399260	-	471	608
PFLU_4921	NC_012660.1	5399698	5400045	-	348	224
PFLU_4922	NC_012660.1	5400055	5400273	+	219	133
PFLU_4923	NC_012660.1	5400348	5400551	-	204	52
PFLU_4924	NC_012660.1	5400558	5400980	-	423	532
PFLU_4925	NC_012660.1	5401853	5403142	+	1290	4868
PFLU_4926	NC_012660.1	5403341	5404180	-	840	158
PFLU_4927	NC_012660.1	5404319	5404801	-	483	862
PFLU_4928	NC_012660.1	5404925	5405839	+	915	92
PFLU_4929	NC_012660.1	5405889	5407922	+	2034	467
PFLU_4930	NC_012660.1	5407928	5408503	+	576	134
PFLU_4931	NC_012660.1	5408672	5409613	-	942	1323
PFLU_4932	NC_012660.1	5409637	5410851	-	1215	435
PFLU_4933	NC_012660.1	5410978	5413698	-	2721	3080
PFLU_4934	NC_012660.1	5414016	5414468	+	453	249
PFLU_4935	NC_012660.1	5414479	5415954	-	1476	1306
PFLU_4936	NC_012660.1	5416159	5418045	+	1887	359
PFLU_4937	NC_012660.1	5418065	5418232	-	168	304
PFLU_4938	NC_012660.1	5418322	5419167	-	846	414
PFLU_4939	NC_012660.1	5419518	5419889	+	372	1206
PFLU_4940	NC_012660.1	5419987	5421411	-	1425	474
PFLU_4941	NC_012660.1	5421513	5422268	+	756	196
PFLU_4942	NC_012660.1	5422268	5423245	+	978	141
PFLU_4943	NC_012660.1	5423235	5424761	+	1527	86
PFLU_4944	NC_012660.1	5424761	5425927	+	1167	70
PFLU_4945	NC_012660.1	5425927	5426919	+	993	130
PFLU_4946	NC_012660.1	5426930	5428258	+	1329	759
PFLU_4947	NC_012660.1	5428342	5428698	-	357	4181
PFLU_4948	NC_012660.1	5428927	5429298	-	372	350
PFLU_4949	NC_012660.1	5429472	5430920	+	1449	1013
PFLU_4950	NC_012660.1	5431029	5431775	-	747	1170
PFLU_4951	NC_012660.1	5431809	5432738	-	930	594
PFLU_4952	NC_012660.1	5432955	5434475	+	1521	1135
PFLU_4953	NC_012660.1	5434747	5436510	+	1764	75
PFLU_4954	NC_012660.1	5436507	5437829	+	1323	257
PFLU_4955	NC_012660.1	5438119	5439435	+	1317	160
PFLU_4956	NC_012660.1	5439503	5440255	-	753	252
PFLU_4957	NC_012660.1	5440432	5441061	+	630	193
PFLU_4958	NC_012660.1	5441182	5441457	-	276	52
PFLU_4959	NC_012660.1	5441472	5441810	-	339	139
PFLU_4960	NC_012660.1	5442139	5443065	+	927	282
PFLU_4961	NC_012660.1	5443195	5444619	-	1425	244
PFLU_4962	NC_012660.1	5444654	5445385	-	732	481
PFLU_4963	NC_012660.1	5445516	5446469	-	954	783
PFLU_4964	NC_012660.1	5446469	5448292	-	1824	461
PFLU_4965	NC_012660.1	5448514	5449512	+	999	581
PFLU_4966	NC_012660.1	5449654	5450169	+	516	169
PFLU_4967	NC_012660.1	5450247	5451212	+	966	573
PFLU_4968	NC_012660.1	5451331	5453898	+	2568	183
PFLU_4969	NC_012660.1	5454039	5454644	+	606	249
PFLU_4970	NC_012660.1	5454796	5455194	+	399	42
PFLU_4971	NC_012660.1	5455324	5457471	+	2148	280
PFLU_4972	NC_012660.1	5457601	5458161	-	561	1003
